tract,pop_total,pop_age_under5,pop_age_5to9,pop_age_10to14,pop_age_15to19,pop_age_20to24,pop_age_25to29,pop_age_30to34,pop_age_35to39,pop_age_40to44,pop_age_45to49,pop_age_50to54,pop_age_55to59,pop_age_60to64,pop_age_65to69,pop_age_70to74,pop_age_75to79,pop_age_80to84,pop_age_85plus,edu_hsplus,edu_bachelorsplus,movedin_last_decade,unemployed,income_household_mean,race_white_mono,race_black_mono,race_asian_mono,ethnicity_latino,households_avg_size
42003523100,4456,3.8,6.4,7.7,9.4,4.8,7.8,3.6,2.3,5.4,7.7,9.8,8.5,5.3,3.8,3.6,4.6,2.9,2.5,90.7,12.6,15.1,14.1,60139,12.2,87.1,0.0,0.4,2.51
42003523200,3878,4.9,6.1,6.0,9.1,5.4,4.5,5.6,7.6,4.5,5.6,10.6,8.4,6.1,2.2,3.0,5.0,2.5,2.9,90.6,27.1,46.3,8.2,56162,43.1,53.8,1.8,1.1,2.35
42003523300,4305,3.5,4.5,6.7,7.1,5.9,2.9,4.2,7.3,4.6,6.6,8.5,11.5,4.7,6.0,2.5,2.1,5.3,5.9,91.2,26.0,40.1,14.4,58342,63.6,34.1,0.3,1.5,2.38
42003523400,4901,3.2,5.5,4.4,5.1,7.5,6.9,5.0,7.4,3.8,8.2,8.4,8.6,6.9,5.4,3.7,3.8,2.9,3.3,95.5,21.8,54.9,10.9,51636,63.9,31.3,0.9,1.2,2.12
42003523501,4427,3.8,2.4,4.9,4.2,5.4,6.6,4.3,7.6,9.2,8.5,8.3,8.6,4.6,5.1,4.8,4.7,4.6,2.4,93.6,19.7,43.3,8.6,54427,56.1,40.8,0.0,0.0,2.20
42003523502,1420,1.7,4.9,8.0,10.3,5.4,3.6,0.0,5.3,8.0,13.2,6.5,9.6,4.2,5.2,1.5,5.9,1.5,5.1,86.8,14.5,34.3,3.0,52616,80.5,11.3,6.3,0.9,2.35
42003523600,4927,3.9,6.4,2.5,7.8,5.4,5.2,4.4,6.5,7.0,6.9,6.5,7.8,6.5,4.2,6.0,4.8,4.7,3.4,94.8,27.8,41.7,8.6,56956,58.6,35.0,0.0,2.7,2.17
42003523701,4193,4.0,7.8,7.0,3.8,4.4,4.7,2.9,9.2,7.1,4.3,10.9,8.8,8.6,5.5,3.1,3.4,2.7,1.8,88.3,18.5,36.9,4.9,62978,80.6,13.6,4.4,1.6,2.32
42003523702,5074,3.2,4.3,6.2,5.9,4.8,9.5,3.2,8.2,2.6,10.9,7.0,6.5,8.0,7.5,4.9,4.4,1.4,1.5,88.8,19.2,44.6,5.0,57358,72.8,23.4,0.7,2.6,2.14
42003523800,4844,3.3,4.6,6.3,1.8,3.6,6.8,5.3,5.5,5.5,10.7,8.7,7.0,5.4,6.2,5.8,3.0,4.5,5.8,93.0,33.2,34.6,4.7,60092,87.2,10.3,0.0,0.2,2.09
42003524000,2530,4.2,4.3,9.0,12.2,7.8,5.4,4.2,5.2,7.3,7.7,8.7,5.1,3.9,4.6,1.3,1.9,4.3,3.0,90.0,13.8,48.5,6.2,41952,87.8,10.1,0.0,1.4,2.24
42003525100,2135,4.3,5.5,6.1,5.0,2.8,5.8,6.1,4.2,7.7,8.2,10.1,5.9,10.5,6.7,3.2,2.8,4.1,0.9,97.7,49.4,49.4,2.4,98456,98.4,0.5,0.0,0.7,2.08
42003525200,1881,1.1,3.6,4.3,2.9,7.9,8.4,5.2,6.5,3.2,5.2,8.3,7.3,3.7,4.3,10.3,2.9,5.6,9.5,93.3,34.0,58.7,8.4,44504,98.9,1.1,0.0,2.3,1.66
42003525300,2307,2.0,5.1,8.3,4.2,4.7,2.5,5.7,4.6,7.9,5.3,9.1,10.7,5.0,7.0,2.0,4.8,4.3,7.0,91.4,38.2,41.5,3.7,98047,99.0,0.2,0.7,2.0,2.38
42003526101,7050,4.9,5.4,7.7,6.4,4.3,4.2,8.1,5.3,8.5,6.7,10.8,7.8,3.5,3.0,2.8,2.9,2.8,5.1,96.9,38.3,42.0,4.7,83211,94.1,3.2,0.7,2.3,2.48
42003526102,2031,4.6,5.7,5.9,5.0,7.3,5.4,5.2,2.8,5.5,9.4,8.0,8.5,9.3,3.9,5.5,1.4,3.5,3.2,91.4,24.0,37.3,12.0,63379,99.5,0.5,0.0,2.0,2.47
42003526201,3756,4.4,2.6,7.8,8.4,5.5,3.6,5.3,6.1,5.8,10.3,8.8,9.9,3.9,7.2,1.8,2.7,3.2,2.6,91.9,30.3,31.6,4.5,79265,90.8,5.5,0.0,3.0,2.53
42003526202,4912,7.0,4.1,7.4,5.6,6.1,6.0,4.6,4.9,9.9,11.6,7.1,6.8,3.5,5.4,3.3,2.9,3.1,0.7,95.2,31.4,36.4,6.3,68631,89.4,4.0,5.2,2.6,2.50
42003526301,4278,5.0,5.9,7.1,6.7,5.4,4.0,5.5,4.2,8.2,8.5,7.3,4.8,7.5,8.5,4.3,4.6,2.0,0.5,93.7,31.6,30.5,7.4,82527,95.0,3.3,0.3,1.4,2.74
42003526302,5120,5.9,7.8,4.6,5.1,8.0,7.4,7.4,6.8,6.4,8.0,4.1,6.0,5.9,7.7,4.6,2.2,0.8,1.2,95.5,42.4,46.4,7.1,68959,94.0,4.3,0.4,0.0,2.41
42003550900,1708,5.3,3.7,9.1,5.3,5.0,5.7,7.7,5.3,6.1,8.7,9.4,8.0,7.3,4.7,1.9,3.0,2.1,1.7,83.0,13.1,41.1,11.6,36478,50.1,46.6,0.5,0.2,2.21
42003551200,3630,6.8,5.9,7.0,8.6,4.9,6.5,6.0,4.7,5.1,9.3,7.3,8.0,4.4,2.7,5.0,1.9,1.5,4.1,82.0,4.3,45.5,15.7,31255,60.9,33.3,0.0,5.6,2.06
42003551300,2591,4.6,4.5,4.4,3.9,6.5,7.3,3.9,7.0,6.0,4.0,11.3,6.5,7.7,3.0,4.2,6.6,4.2,4.6,95.4,16.7,35.3,14.0,52202,97.1,1.5,0.0,3.1,2.22
42003551900,1435,10.9,0.2,0.0,9.6,7.7,5.4,1.5,8.6,10.4,5.2,8.1,8.7,6.2,4.6,4.3,2.6,2.6,3.5,89.7,9.5,62.1,15.7,19104,48.5,38.1,5.9,4.0,1.56
42003552000,2962,11.5,8.1,6.8,6.8,5.6,9.4,6.5,3.4,5.9,5.9,4.1,5.2,8.2,3.9,3.7,1.4,1.4,2.1,92.2,4.0,44.7,17.4,37825,59.7,28.4,0.0,4.0,2.79
42003552100,1157,1.7,4.6,3.8,1.6,14.3,1.1,2.3,1.3,0.3,10.8,8.2,4.1,1.7,2.8,5.8,6.0,10.2,19.3,75.7,7.6,64.2,18.3,15117,38.5,56.1,0.0,0.0,1.78
42003552200,1119,3.3,7.4,6.9,9.4,6.4,6.1,5.5,4.5,7.1,7.6,11.9,7.4,1.7,3.8,1.2,3.6,4.6,1.6,86.8,10.5,41.0,14.9,35810,92.9,6.3,0.9,2.4,2.12
42003552300,2067,3.1,7.7,8.2,10.0,9.2,6.2,7.3,4.5,5.8,8.0,6.1,3.7,7.1,3.3,0.8,4.3,2.4,2.4,82.5,11.0,42.9,18.3,33902,39.4,52.6,0.0,8.8,2.20
42003552400,3208,6.1,9.4,4.1,2.0,7.3,7.9,8.4,4.9,2.4,4.4,7.2,6.5,7.5,3.7,4.1,5.4,2.5,6.1,85.9,15.1,41.4,9.1,42394,86.4,9.9,0.6,4.1,2.24
42003560400,1655,4.7,4.4,4.8,4.2,16.0,10.9,5.5,0.7,6.7,6.0,5.3,4.5,10.0,4.4,1.1,4.8,1.7,4.5,88.6,24.1,66.9,4.9,31963,30.9,61.9,0.0,0.7,1.70
42003560500,2457,4.2,6.8,1.2,2.4,8.6,14.1,12.9,9.0,10.1,5.9,5.5,5.7,6.6,3.0,1.0,1.0,0.6,1.3,96.4,59.7,61.2,0.6,61624,72.0,25.6,0.5,1.9,1.91
42003560600,995,2.1,7.0,2.3,13.3,7.2,5.0,10.1,10.4,1.2,4.3,9.9,4.1,6.8,8.0,4.4,3.3,0.4,0.0,89.1,12.4,70.1,44.9,28795,16.3,72.1,0.0,0.6,1.98
42003561000,1627,7.6,4.1,10.1,13.2,5.7,6.8,7.7,5.1,7.7,5.2,7.1,4.8,6.5,3.6,1.4,2.0,0.7,0.7,86.3,17.1,53.4,12.7,37856,25.5,68.4,0.0,5.6,2.36
42003561100,842,9.5,7.7,5.7,1.5,8.3,1.3,8.9,0.6,6.2,14.4,2.7,10.2,3.9,8.3,3.7,5.0,1.8,0.2,83.6,14.5,45.0,18.4,23940,3.8,87.4,0.0,3.1,2.18
42003561200,1187,5.0,10.0,10.4,4.5,3.5,5.8,5.1,8.2,6.5,6.8,7.1,8.8,4.0,5.0,3.6,1.9,1.9,1.8,84.9,16.7,49.8,13.6,36025,6.3,90.1,0.0,6.1,2.30
42003561400,3855,7.0,5.9,2.7,4.2,6.2,2.4,7.4,5.7,6.0,11.0,3.6,5.3,12.0,5.3,3.2,3.8,4.0,4.3,88.8,25.7,53.9,8.6,45582,25.1,68.6,0.7,0.0,1.81
42003561500,3408,6.6,5.5,3.8,5.3,7.5,7.5,5.8,2.0,5.5,5.3,10.0,8.9,7.4,5.6,3.4,4.1,3.8,2.1,92.0,25.6,43.6,13.3,47855,26.7,65.8,5.3,0.0,2.15
42003561600,2080,8.8,10.3,6.0,8.8,7.6,7.5,4.2,3.8,5.1,7.8,7.2,6.0,6.9,0.2,3.2,2.3,2.1,2.4,77.1,6.3,40.0,12.0,32592,68.7,31.3,0.0,1.4,2.59
42003561700,1115,1.4,7.9,15.2,14.6,5.1,2.6,5.9,5.2,7.7,4.7,7.5,6.7,4.2,6.2,2.4,0.0,0.0,2.6,93.2,13.3,43.2,9.2,40891,50.9,48.3,0.0,0.0,2.72
42003561900,2779,5.9,8.5,8.1,8.7,8.2,1.5,4.5,3.2,6.7,8.6,5.6,7.2,5.5,4.3,3.9,3.9,3.6,2.2,85.2,20.6,40.7,23.3,39463,5.3,89.6,0.0,0.2,2.48
42003562000,3196,1.9,2.7,0.7,6.6,35.3,12.6,8.2,4.3,2.1,2.3,2.2,3.1,3.3,3.2,1.9,2.0,2.5,5.2,91.6,69.4,61.3,5.4,59701,66.7,8.5,20.2,7.6,1.77
42003562300,3484,5.8,6.0,6.3,7.7,4.4,4.7,7.8,5.9,4.2,6.7,3.8,4.9,5.7,7.3,6.3,4.7,3.3,4.4,74.8,13.8,49.3,13.1,39194,38.5,57.6,1.5,2.9,2.34
42003562400,2950,6.4,5.5,5.1,6.9,7.4,4.2,7.9,4.2,8.3,11.7,5.5,4.1,5.0,4.9,2.9,3.2,4.7,1.8,82.8,13.7,28.9,13.6,46561,33.2,59.7,0.9,2.3,2.37
42003562500,3067,9.1,4.7,8.0,13.4,5.7,7.7,6.0,3.9,7.8,8.6,5.9,6.2,2.7,2.6,2.9,1.4,1.8,1.8,79.5,14.4,56.4,28.5,35323,49.1,43.5,1.3,5.0,2.76
42003562600,2640,3.9,3.6,10.7,20.3,4.2,3.9,3.8,10.5,5.8,5.2,8.0,5.8,3.7,4.2,2.5,1.9,1.2,0.9,84.2,10.6,41.2,16.7,38592,60.5,34.3,2.5,0.3,2.60
42003562700,1234,3.7,2.8,4.1,1.6,16.3,17.0,7.3,3.6,1.7,3.0,5.4,6.4,9.1,6.2,2.1,2.8,4.1,2.7,84.5,45.4,44.4,7.8,54120,52.6,27.9,9.9,0.2,1.73
42003562800,1644,5.1,5.9,3.8,2.7,3.1,8.5,10.6,4.9,9.9,8.9,6.1,6.6,8.3,2.6,2.4,4.1,1.0,5.7,92.3,23.4,55.1,7.5,49163,89.5,6.9,0.0,0.2,2.07
42003562900,1771,6.9,4.3,6.0,4.1,6.2,9.2,8.6,2.5,6.0,7.6,8.6,7.7,6.3,3.6,1.5,4.1,5.3,1.6,79.0,12.3,42.0,8.2,39760,69.5,21.5,0.7,0.8,2.10
42003563000,2665,4.0,7.3,4.6,6.0,7.1,9.7,3.7,7.8,5.0,4.0,6.9,8.0,6.4,5.5,3.9,4.7,2.7,2.6,88.9,17.2,37.3,7.1,49238,52.0,44.5,0.0,1.2,2.32
42003563100,3387,6.7,0.9,4.0,6.3,3.4,13.8,3.9,8.2,4.9,7.2,8.7,7.9,6.2,4.1,3.8,3.4,4.0,2.5,88.5,26.4,34.0,6.4,56506,85.4,2.2,7.9,0.0,2.09
42003563200,2508,3.9,1.6,2.0,4.9,6.4,15.5,7.8,6.5,6.2,5.4,8.7,12.3,6.0,2.9,3.4,2.9,2.4,1.0,80.6,30.3,57.7,10.9,46269,64.5,31.1,1.3,2.6,1.69
42003563300,1460,1.8,5.5,5.8,10.1,5.3,3.9,1.2,2.9,5.8,10.3,13.9,10.2,6.8,6.4,3.7,2.0,2.7,1.6,97.1,65.8,29.3,5.1,232411,96.6,1.4,0.3,4.7,2.78
42003563800,3631,4.2,6.4,5.4,4.8,2.8,2.4,2.6,5.8,5.2,7.5,6.3,7.2,7.1,4.5,5.0,5.5,7.0,10.3,95.7,48.5,51.9,4.6,95169,95.1,0.9,1.5,0.6,2.13
42003563900,3938,5.5,5.0,5.5,5.3,5.3,5.0,7.4,10.8,3.8,5.0,8.2,8.4,7.5,4.1,3.1,3.4,3.6,3.3,95.1,41.3,43.3,10.5,61634,89.8,7.7,0.6,1.1,2.08
42003564000,5375,8.0,6.6,5.9,4.8,4.7,4.9,8.1,7.6,8.4,7.2,10.5,6.6,5.7,3.4,2.6,1.4,2.5,1.1,92.5,30.8,53.0,5.7,89182,95.0,0.8,2.0,0.6,2.57
42003564100,985,4.6,6.7,7.6,5.4,4.9,2.7,4.4,3.9,6.7,10.6,8.1,9.1,7.3,4.8,5.3,4.8,2.7,0.5,99.4,68.9,41.7,1.9,155540,98.1,0.4,1.0,1.9,2.65
42003564200,2280,3.7,3.6,4.1,3.7,5.7,5.2,2.6,3.2,7.1,8.2,11.2,9.0,8.9,7.5,5.4,3.9,3.9,3.2,94.9,21.2,38.2,6.6,56929,95.3,1.4,1.5,0.0,2.14
42003564400,5591,5.0,3.8,4.1,3.5,5.7,6.2,10.4,3.5,6.2,7.1,7.5,8.2,9.9,6.5,5.0,2.7,2.8,2.0,91.8,23.4,40.0,5.0,57345,94.2,4.8,0.0,0.3,2.12
42003564500,3293,4.2,6.6,6.5,6.0,6.2,3.6,7.5,4.0,5.2,9.9,10.4,4.9,5.3,7.7,4.4,4.7,0.5,2.4,92.6,21.0,37.2,8.3,71032,95.5,1.5,0.0,0.0,2.53
42003980000,90,4.4,0.0,0.0,0.0,3.3,15.6,20.0,8.9,4.4,0.0,13.3,25.6,4.4,0.0,0.0,0.0,0.0,0.0,100.0,41.0,60.0,0.0,95520,81.1,18.9,0.0,0.0,1.50
42003980400,22,0.0,0.0,0.0,0.0,36.4,0.0,0.0,0.0,45.5,4.5,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,85.7,0.0,76.9,0.0,N,54.5,45.5,0.0,27.3,1.38
42003980700,38,0.0,0.0,0.0,26.3,13.2,10.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.5,0.0,0.0,N,100.0,0.0,0.0,0.0,2.71
42003981000,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,N,100.0,0.0,0.0,0.0,2.00
42003981800,510,0.0,0.2,0.6,18.8,25.7,1.2,1.2,0.6,0.8,2.4,2.5,6.1,4.7,8.0,3.3,4.5,7.8,11.6,67.4,7.2,46.2,55.5,48508,49.2,45.5,0.0,3.1,1.92
42003982200,4273,0.0,0.0,0.2,72.0,26.7,0.3,0.1,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,31.8,52.6,21.8,24165,83.3,8.0,4.9,0.6,3.14
