_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
11802,41,,41 - BOWER HILL,Collier,Bus,2021-03-01,202103,WEEKDAY,482,23
11803,43,,43 - BAILEY,Collier,Bus,2021-03-01,202103,WEEKDAY,166.086956521739,23
11804,44,,44 - VIA KNOXVILLE,Collier,Bus,2021-03-01,202103,WEEKDAY,443.95652173913,23
11805,48,,48 - ARLINGTON,Collier,Bus,2021-03-01,202103,WEEKDAY,1051,23
11806,51,,51 - CARRICK,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,3647.5652173913,23
11807,51L,,51L - CARRICK LIMITED,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,195,23
11808,52L,,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,128.695652173913,23
11809,53L,,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,557.086956521739,23
11810,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-03-01,202103,WEEKDAY,1759.52173913043,23
11811,55,,55 - GLASSPORT,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,579.695652173913,23
11812,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,677.782608695652,23
11813,57,,57 - HAZELWOOD,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,435.04347826087,23
11814,58,,58 - GREENFIELD,East Liberty,Bus,2021-03-01,202103,WEEKDAY,195,23
11815,59,,59 - MON VALLEY,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1608,23
11816,6,,6 - SPRING HILL,Ross,Bus,2021-03-01,202103,WEEKDAY,511.260869565217,23
11817,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,310.652173913043,23
11818,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1732.78260869565,23
11819,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1503.08695652174,23
11820,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,2319.86956521739,23
11821,61D,,61D - MURRAY,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1807.17391304348,23
11822,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,778.130434782609,23
11823,65,,65 - SQUIRREL HILL,East Liberty,Bus,2021-03-01,202103,WEEKDAY,37.0434782608696,23
11824,67,,67 - MONROEVILLE,East Liberty,Bus,2021-03-01,202103,WEEKDAY,670.95652173913,23
11825,69,,69 - TRAFFORD,East Liberty,Bus,2021-03-01,202103,WEEKDAY,540.347826086957,23
11826,7,,7 - SPRING GARDEN,Ross,Bus,2021-03-01,202103,WEEKDAY,71.9565217391304,23
11827,71,,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,43.4347826086956,23
11828,71A,,71A - NEGLEY,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1967.52173913043,23
11829,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1521.95652173913,23
11830,71C,,71C - POINT BREEZE,East Liberty,Bus,2021-03-01,202103,WEEKDAY,2166.47826086957,23
11831,71D,,71D - HAMILTON,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1485.69565217391,23
11832,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-03-01,202103,WEEKDAY,358.652173913043,23
11833,75,,75 - ELLSWORTH,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1330.47826086957,23
11834,77,,77 - PENN HILLS,East Liberty,Bus,2021-03-01,202103,WEEKDAY,911,23
11835,79,,79 - EAST HILLS,East Liberty,Bus,2021-03-01,202103,WEEKDAY,642,23
11836,8,,8 - PERRYSVILLE,Ross,Bus,2021-03-01,202103,WEEKDAY,1159.39130434783,23
11837,81,,81 - OAK HILL,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,796.173913043478,23
11838,82,,82 - LINCOLN,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1807.60869565217,23
11839,83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1175.91304347826,23
11840,86,,86 - LIBERTY,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1246.04347826087,23
11841,87,,87 - FRIENDSHIP,East Liberty,Bus,2021-03-01,202103,WEEKDAY,719.478260869565,23
11842,88,,88 - PENN,East Liberty,Bus,2021-03-01,202103,WEEKDAY,781.130434782609,23
11843,89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-03-01,202103,WEEKDAY,109,23
11844,91,,91 - BUTLER STREET,Ross,Bus,2021-03-01,202103,WEEKDAY,1551,23
11845,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,787.913043478261,23
11846,G2,,G2 - WEST BUSWAY,Collier,Bus,2021-03-01,202103,WEEKDAY,888.260869565217,23
11847,G3,,G3 - MOON FLYER,Collier,Bus,2021-03-01,202103,WEEKDAY,80.5217391304348,23
11848,G31,,G31 - BRIDGEVILLE FLYER,Collier,Bus,2021-03-01,202103,WEEKDAY,87,23
11849,O1,,O1 - ROSS FLYER,Ross,Bus,2021-03-01,202103,WEEKDAY,63.3913043478261,23
11850,O12,,O12 - MCKNIGHT FLYER,Ross,Bus,2021-03-01,202103,WEEKDAY,154.217391304348,23
11851,O5,,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2021-03-01,202103,WEEKDAY,24.2608695652174,23
11852,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-03-01,202103,WEEKDAY,2838.60869565217,23
11853,P10,,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,135.173913043478,23
11854,P12,,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,101.739130434783,23
11855,P13,,P13 - MOUNT ROYAL FLYER,Ross,Bus,2021-03-01,202103,WEEKDAY,30.695652173913,23
11856,P16,,P16 - PENN HILLS FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,178.304347826087,23
11857,P17,,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,119.173913043478,23
11858,P2,,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2021-03-01,202103,WEEKDAY,184.217391304348,23
11859,P3,,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2021-03-01,202103,WEEKDAY,793.304347826087,23
11860,P67,,P67 - MONROEVILLE FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,94.7826086956522,23
11861,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,590.347826086957,23
11862,P69,,P69 - TRAFFORD FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,81.6521739130435,23
11863,P7,,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,142.826086956522,23
11864,P71,,P71 - SWISSVALE FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,72.0869565217391,23
11865,P76,,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,153.086956521739,23
11866,P78,,P78 - OAKMONT FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,474.260869565217,23
11867,Y1,,Y1 - LARGE FLYER,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,60.0869565217391,23
11868,Y45,,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,50.1304347826087,23
11869,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,608.782608695652,23
11870,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,385.04347826087,23
11871,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,495.304347826087,23
11872,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2021-03-01,202103,SAT.,409.5,4
11873,RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2021-03-01,202103,SAT.,2055.25,4
11874,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2021-03-01,202103,SAT.,581.75,4
11875,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2021-03-01,202103,SUN.,312.75,4
11876,RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2021-03-01,202103,SUN.,1443.5,4
11877,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2021-03-01,202103,SUN.,421.25,4
11878,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2021-03-01,202103,WEEKDAY,1423.04347826087,23
11879,RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2021-03-01,202103,WEEKDAY,2297.4347826087,23
11880,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2021-03-01,202103,WEEKDAY,1017.5652173913,23
11881,MI,,MONONGAHELA INCLINE,Incline,Incline,2021-03-01,202103,SAT.,1601,4
11882,MI,,MONONGAHELA INCLINE,Incline,Incline,2021-03-01,202103,SUN.,871.5,4
11883,MI,,MONONGAHELA INCLINE,Incline,Incline,2021-03-01,202103,WEEKDAY,461.913043478261,23
11884,1,,1 - FREEPORT ROAD,Ross,Bus,2021-04-01,202104,SAT.,1019.75,4
11885,11,,11 - FINEVIEW,Ross,Bus,2021-04-01,202104,SAT.,98.5,4
11886,12,,12 - MCKNIGHT,Ross,Bus,2021-04-01,202104,SAT.,909.25,4
11887,13,,13 - BELLEVUE,Ross,Bus,2021-04-01,202104,SAT.,829.75,4
11888,14,,14 - OHIO VALLEY,Ross,Bus,2021-04-01,202104,SAT.,353,4
11889,15,,15 - CHARLES,Ross,Bus,2021-04-01,202104,SAT.,432.25,4
11890,16,,16 - BRIGHTON,Ross,Bus,2021-04-01,202104,SAT.,1240.5,4
11891,17,,17 - SHADELAND,Ross,Bus,2021-04-01,202104,SAT.,317.5,4
11892,2,,2 - MOUNT ROYAL,Ross,Bus,2021-04-01,202104,SAT.,114.25,4
11893,20,,20 - KENNEDY,Collier,Bus,2021-04-01,202104,SAT.,147.5,4
11894,21,,21 - CORAOPOLIS,Collier,Bus,2021-04-01,202104,SAT.,398.25,4
11895,22,,22 - MCCOY,Collier,Bus,2021-04-01,202104,SAT.,243.5,4
11896,24,,24 - WEST PARK,Collier,Bus,2021-04-01,202104,SAT.,717.25,4
11897,26,,26 - CHARTIERS,Collier,Bus,2021-04-01,202104,SAT.,345.25,4
11898,27,,27 - FAIRYWOOD,Collier,Bus,2021-04-01,202104,SAT.,348.5,4
11899,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2021-04-01,202104,SAT.,749.75,4
11900,29,,29 - ROBINSON,Collier,Bus,2021-04-01,202104,SAT.,318.5,4
11901,31,,31 - BRIDGEVILLE,Collier,Bus,2021-04-01,202104,SAT.,414.75,4
11902,36,,36 - BANKSVILLE,Collier,Bus,2021-04-01,202104,SAT.,85,4
11903,38,,38 - GREEN TREE,Collier,Bus,2021-04-01,202104,SAT.,150.75,4
11904,39,,39 - BROOKLINE,Collier,Bus,2021-04-01,202104,SAT.,173,4
11905,4,,4 - TROY HILL,Ross,Bus,2021-04-01,202104,SAT.,109,4
11906,40,,40 - MOUNT WASHINGTON,Ross,Bus,2021-04-01,202104,SAT.,100,4
11907,41,,41 - BOWER HILL,Collier,Bus,2021-04-01,202104,SAT.,248.5,4
11908,43,,43 - BAILEY,Collier,Bus,2021-04-01,202104,SAT.,152,4
11909,44,,44 - VIA KNOXVILLE,Collier,Bus,2021-04-01,202104,SAT.,147,4
11910,48,,48 - ARLINGTON,Collier,Bus,2021-04-01,202104,SAT.,1086.5,4
11911,51,,51 - CARRICK,West Mifflin,Bus,2021-04-01,202104,SAT.,3086.5,4
11912,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,2021-04-01,202104,SAT.,244.25,4
11913,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-04-01,202104,SAT.,1536.75,4
11914,55,,55 - GLASSPORT,West Mifflin,Bus,2021-04-01,202104,SAT.,523.25,4
11915,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-04-01,202104,SAT.,368.25,4
11916,57,,57 - HAZELWOOD,West Mifflin,Bus,2021-04-01,202104,SAT.,456.75,4
11917,58,,58 - GREENFIELD,East Liberty,Bus,2021-04-01,202104,SAT.,110.75,4
11918,59,,59 - MON VALLEY,West Mifflin,Bus,2021-04-01,202104,SAT.,1312,4
11919,6,,6 - SPRING HILL,Ross,Bus,2021-04-01,202104,SAT.,267.25,4
11920,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-04-01,202104,SAT.,111.25,4
11921,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-04-01,202104,SAT.,1572.5,4
11922,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-04-01,202104,SAT.,1388,4
11923,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-04-01,202104,SAT.,2140.5,4
11924,61D,,61D - MURRAY,West Mifflin,Bus,2021-04-01,202104,SAT.,1668.25,4
11925,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-04-01,202104,SAT.,977.5,4
11926,67,,67 - MONROEVILLE,East Liberty,Bus,2021-04-01,202104,SAT.,542,4
11927,69,,69 - TRAFFORD,East Liberty,Bus,2021-04-01,202104,SAT.,172.25,4
11928,71A,,71A - NEGLEY,East Liberty,Bus,2021-04-01,202104,SAT.,1331,4
11929,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-04-01,202104,SAT.,1188.25,4
11930,71C,,71C - POINT BREEZE,East Liberty,Bus,2021-04-01,202104,SAT.,1633.5,4
11931,71D,,71D - HAMILTON,East Liberty,Bus,2021-04-01,202104,SAT.,1056,4
11932,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-04-01,202104,SAT.,252.5,4
11933,75,,75 - ELLSWORTH,East Liberty,Bus,2021-04-01,202104,SAT.,1130,4
11934,77,,77 - PENN HILLS,East Liberty,Bus,2021-04-01,202104,SAT.,508.75,4
11935,79,,79 - EAST HILLS,East Liberty,Bus,2021-04-01,202104,SAT.,348.25,4
11936,8,,8 - PERRYSVILLE,Ross,Bus,2021-04-01,202104,SAT.,868,4
11937,81,,81 - OAK HILL,West Mifflin,Bus,2021-04-01,202104,SAT.,604,4
11938,82,,82 - LINCOLN,East Liberty,Bus,2021-04-01,202104,SAT.,1607.25,4
11939,83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-04-01,202104,SAT.,867.5,4
11940,86,,86 - LIBERTY,East Liberty,Bus,2021-04-01,202104,SAT.,1416,4
11941,87,,87 - FRIENDSHIP,East Liberty,Bus,2021-04-01,202104,SAT.,295.5,4
11942,88,,88 - PENN,East Liberty,Bus,2021-04-01,202104,SAT.,1131,4
11943,89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-04-01,202104,SAT.,127.25,4
11944,91,,91 - BUTLER STREET,Ross,Bus,2021-04-01,202104,SAT.,1114.75,4
11945,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-04-01,202104,SAT.,332.5,4
11946,G2,,G2 - WEST BUSWAY,Collier,Bus,2021-04-01,202104,SAT.,536.5,4
11947,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-04-01,202104,SAT.,2155,4
11948,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-04-01,202104,SAT.,553,4
11949,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2021-04-01,202104,SAT.,425.75,4
11950,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,2021-04-01,202104,SAT.,241,4
11951,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2021-04-01,202104,SAT.,408.25,4
11952,1,,1 - FREEPORT ROAD,Ross,Bus,2021-04-01,202104,SUN.,706.75,4
11953,11,,11 - FINEVIEW,Ross,Bus,2021-04-01,202104,SUN.,97,4
11954,12,,12 - MCKNIGHT,Ross,Bus,2021-04-01,202104,SUN.,500.75,4
11955,13,,13 - BELLEVUE,Ross,Bus,2021-04-01,202104,SUN.,415,4
11956,14,,14 - OHIO VALLEY,Ross,Bus,2021-04-01,202104,SUN.,204,4
11957,15,,15 - CHARLES,Ross,Bus,2021-04-01,202104,SUN.,248,4
11958,16,,16 - BRIGHTON,Ross,Bus,2021-04-01,202104,SUN.,847.25,4
11959,17,,17 - SHADELAND,Ross,Bus,2021-04-01,202104,SUN.,298,4
11960,2,,2 - MOUNT ROYAL,Ross,Bus,2021-04-01,202104,SUN.,62.25,4
11961,20,,20 - KENNEDY,Collier,Bus,2021-04-01,202104,SUN.,46.5,4
11962,21,,21 - CORAOPOLIS,Collier,Bus,2021-04-01,202104,SUN.,284.5,4
11963,22,,22 - MCCOY,Collier,Bus,2021-04-01,202104,SUN.,77.5,4
11964,24,,24 - WEST PARK,Collier,Bus,2021-04-01,202104,SUN.,426,4
11965,26,,26 - CHARTIERS,Collier,Bus,2021-04-01,202104,SUN.,191,4
11966,27,,27 - FAIRYWOOD,Collier,Bus,2021-04-01,202104,SUN.,262,4
11967,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2021-04-01,202104,SUN.,644,4
11968,29,,29 - ROBINSON,Collier,Bus,2021-04-01,202104,SUN.,168.5,4
11969,31,,31 - BRIDGEVILLE,Collier,Bus,2021-04-01,202104,SUN.,264.75,4
11970,36,,36 - BANKSVILLE,Collier,Bus,2021-04-01,202104,SUN.,44.75,4
11971,38,,38 - GREEN TREE,Collier,Bus,2021-04-01,202104,SUN.,83.25,4
11972,39,,39 - BROOKLINE,Collier,Bus,2021-04-01,202104,SUN.,80,4
11973,40,,40 - MOUNT WASHINGTON,Ross,Bus,2021-04-01,202104,SUN.,49,4
11974,41,,41 - BOWER HILL,Collier,Bus,2021-04-01,202104,SUN.,123.5,4
11975,43,,43 - BAILEY,Collier,Bus,2021-04-01,202104,SUN.,119.25,4
11976,44,,44 - VIA KNOXVILLE,Collier,Bus,2021-04-01,202104,SUN.,101.5,4
11977,48,,48 - ARLINGTON,Collier,Bus,2021-04-01,202104,SUN.,544.5,4
11978,51,,51 - CARRICK,West Mifflin,Bus,2021-04-01,202104,SUN.,1956,4
11979,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,2021-04-01,202104,SUN.,91.75,4
11980,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-04-01,202104,SUN.,624.5,4
11981,55,,55 - GLASSPORT,West Mifflin,Bus,2021-04-01,202104,SUN.,407.5,4
11982,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-04-01,202104,SUN.,244.5,4
11983,57,,57 - HAZELWOOD,West Mifflin,Bus,2021-04-01,202104,SUN.,304.75,4
11984,58,,58 - GREENFIELD,East Liberty,Bus,2021-04-01,202104,SUN.,61.75,4
11985,59,,59 - MON VALLEY,West Mifflin,Bus,2021-04-01,202104,SUN.,810.5,4
11986,6,,6 - SPRING HILL,Ross,Bus,2021-04-01,202104,SUN.,223.5,4
11987,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-04-01,202104,SUN.,52.75,4
11988,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-04-01,202104,SUN.,1062.75,4
11989,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-04-01,202104,SUN.,855.5,4
11990,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-04-01,202104,SUN.,1513,4
11991,61D,,61D - MURRAY,West Mifflin,Bus,2021-04-01,202104,SUN.,1020.5,4
11992,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-04-01,202104,SUN.,536.5,4
11993,67,,67 - MONROEVILLE,East Liberty,Bus,2021-04-01,202104,SUN.,300.75,4
11994,69,,69 - TRAFFORD,East Liberty,Bus,2021-04-01,202104,SUN.,113.5,4
11995,71A,,71A - NEGLEY,East Liberty,Bus,2021-04-01,202104,SUN.,869.5,4
11996,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-04-01,202104,SUN.,604.5,4
11997,71C,,71C - POINT BREEZE,East Liberty,Bus,2021-04-01,202104,SUN.,1018.5,4
11998,71D,,71D - HAMILTON,East Liberty,Bus,2021-04-01,202104,SUN.,712.75,4
11999,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-04-01,202104,SUN.,59.75,4
12000,75,,75 - ELLSWORTH,East Liberty,Bus,2021-04-01,202104,SUN.,708.5,4
12001,77,,77 - PENN HILLS,East Liberty,Bus,2021-04-01,202104,SUN.,381,4
12002,79,,79 - EAST HILLS,East Liberty,Bus,2021-04-01,202104,SUN.,192.5,4
12003,8,,8 - PERRYSVILLE,Ross,Bus,2021-04-01,202104,SUN.,518.25,4
12004,81,,81 - OAK HILL,West Mifflin,Bus,2021-04-01,202104,SUN.,318.75,4
12005,82,,82 - LINCOLN,East Liberty,Bus,2021-04-01,202104,SUN.,1086.25,4
12006,83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-04-01,202104,SUN.,506,4
12007,86,,86 - LIBERTY,East Liberty,Bus,2021-04-01,202104,SUN.,723,4
12008,87,,87 - FRIENDSHIP,East Liberty,Bus,2021-04-01,202104,SUN.,105.75,4
12009,88,,88 - PENN,East Liberty,Bus,2021-04-01,202104,SUN.,447,4
12010,89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-04-01,202104,SUN.,61,4
12011,91,,91 - BUTLER STREET,Ross,Bus,2021-04-01,202104,SUN.,532.5,4
12012,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-04-01,202104,SUN.,201,4
12013,G2,,G2 - WEST BUSWAY,Collier,Bus,2021-04-01,202104,SUN.,414,4
12014,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-04-01,202104,SUN.,1342.75,4
12015,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-04-01,202104,SUN.,345.5,4
12016,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2021-04-01,202104,SUN.,315.25,4
12017,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2021-04-01,202104,SUN.,239.25,4
12018,1,,1 - FREEPORT ROAD,Ross,Bus,2021-04-01,202104,WEEKDAY,1274.04545454545,22
12019,11,,11 - FINEVIEW,Ross,Bus,2021-04-01,202104,WEEKDAY,311.318181818182,22
12020,12,,12 - MCKNIGHT,Ross,Bus,2021-04-01,202104,WEEKDAY,740.909090909091,22
12021,13,,13 - BELLEVUE,Ross,Bus,2021-04-01,202104,WEEKDAY,1022.22727272727,22
12022,14,,14 - OHIO VALLEY,Ross,Bus,2021-04-01,202104,WEEKDAY,656.636363636364,22
12023,15,,15 - CHARLES,Ross,Bus,2021-04-01,202104,WEEKDAY,484.636363636364,22
12024,16,,16 - BRIGHTON,Ross,Bus,2021-04-01,202104,WEEKDAY,1739.40909090909,22
12025,17,,17 - SHADELAND,Ross,Bus,2021-04-01,202104,WEEKDAY,693.681818181818,22
12026,18,,18 - MANCHESTER,Ross,Bus,2021-04-01,202104,WEEKDAY,45.3636363636364,22
12027,19L,,19L - EMSWORTH LIMITED,Ross,Bus,2021-04-01,202104,WEEKDAY,151.909090909091,22
12028,2,,2 - MOUNT ROYAL,Ross,Bus,2021-04-01,202104,WEEKDAY,415.454545454545,22
12029,20,,20 - KENNEDY,Collier,Bus,2021-04-01,202104,WEEKDAY,283.954545454545,22
12030,21,,21 - CORAOPOLIS,Collier,Bus,2021-04-01,202104,WEEKDAY,657.545454545455,22
12031,22,,22 - MCCOY,Collier,Bus,2021-04-01,202104,WEEKDAY,346.5,22
12032,24,,24 - WEST PARK,Collier,Bus,2021-04-01,202104,WEEKDAY,807.636363636364,22
12033,26,,26 - CHARTIERS,Collier,Bus,2021-04-01,202104,WEEKDAY,440.818181818182,22
12034,27,,27 - FAIRYWOOD,Collier,Bus,2021-04-01,202104,WEEKDAY,497.227272727273,22
12035,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,801.818181818182,22
12036,29,,29 - ROBINSON,Collier,Bus,2021-04-01,202104,WEEKDAY,545.136363636364,22
12037,31,,31 - BRIDGEVILLE,Collier,Bus,2021-04-01,202104,WEEKDAY,649.045454545455,22
12038,36,,36 - BANKSVILLE,Collier,Bus,2021-04-01,202104,WEEKDAY,162.818181818182,22
12039,38,,38 - GREEN TREE,Collier,Bus,2021-04-01,202104,WEEKDAY,343.909090909091,22
12040,39,,39 - BROOKLINE,Collier,Bus,2021-04-01,202104,WEEKDAY,412.772727272727,22
12041,4,,4 - TROY HILL,Ross,Bus,2021-04-01,202104,WEEKDAY,211.954545454545,22
12042,40,,40 - MOUNT WASHINGTON,Ross,Bus,2021-04-01,202104,WEEKDAY,186.863636363636,22
12043,41,,41 - BOWER HILL,Collier,Bus,2021-04-01,202104,WEEKDAY,507.090909090909,22
12044,43,,43 - BAILEY,Collier,Bus,2021-04-01,202104,WEEKDAY,190.909090909091,22
12045,44,,44 - VIA KNOXVILLE,Collier,Bus,2021-04-01,202104,WEEKDAY,464.772727272727,22
12046,48,,48 - ARLINGTON,Collier,Bus,2021-04-01,202104,WEEKDAY,1130.36363636364,22
12047,51,,51 - CARRICK,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,4058.63636363636,22
12048,51L,,51L - CARRICK LIMITED,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,210.818181818182,22
12049,52L,,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,137.681818181818,22
12050,53L,,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,595.818181818182,22
12051,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-04-01,202104,WEEKDAY,1928.77272727273,22
12052,55,,55 - GLASSPORT,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,605.454545454545,22
12053,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,690.454545454545,22
12054,57,,57 - HAZELWOOD,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,485.181818181818,22
12055,58,,58 - GREENFIELD,East Liberty,Bus,2021-04-01,202104,WEEKDAY,214.636363636364,22
12056,59,,59 - MON VALLEY,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,1668.86363636364,22
12057,6,,6 - SPRING HILL,Ross,Bus,2021-04-01,202104,WEEKDAY,543,22
12058,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,285.545454545455,22
12059,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,1928.90909090909,22
12060,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,1628.09090909091,22
12061,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,2481.5,22
12062,61D,,61D - MURRAY,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,2096.90909090909,22
