STOP_ID,ROUTE,STOP_ROUTE,STOP_NAME,CLEVER_ID,LATITUDE,LONGITUDE,ALL_ROUTES,SHELTER,STOP_TYPE,CURRENT_STOP,FY19_AVG_ON,FY19_AVG_OFF,FY19_AVG_TOTAL,FY19_RANK,1806_ON,1806_OFF,1809_ON,1809_OFF,1811_ON,1811_OFF,1903_ON,1903_OFF,1906_ON,1906_OFF
E26560,71D,E26560_71D,HAMILTON AVE AT LANG AVE,8327,40.455079,-79.899786,71D,No Shelter,Bus,,6,23,29,2750,9.7,26.8,6.9,25.4,6.7,20.0,6.3,20.6,2.5,24.1
X01620,36,X01620_36,BEVERLY RD AT PARKER DR,4665,40.392394,-80.047111,36,No Shelter,Bus,,8,21,29,2751,8.9,20.3,5.5,19.3,10.1,19.7,10.8,23.0,5.6,22.3
E05980,53L,E05980_53L,BEECHWOOD BLVD AT LILAC ST,8524,40.423113,-79.927667,"52L, 53L",No Shelter,Bus,,8,21,29,2752,8.5,20.3,7.5,21.3,6.6,21.1,8.4,22.2,7.8,20.2
E33455,81,E33455_81,KIRKPATRICK ST AT CENTRE AVE,8668,40.445156,-79.976049,81,No Shelter,Bus,,9,20,29,2753,8.0,17.6,8.0,23.7,9.1,21.6,9.4,22.5,8.5,16.9
E70159,87,E70159_87,LIBERTY AVE AT 29TH ST,2180,40.457361,-79.973122,"54, 86, 87, 88, 91",No Shelter,Bus,,23,6,29,2754,7.6,4.1,25.2,4.5,40.3,4.4,26.3,8.4,13.1,8.7
E70159,88,E70159_88,LIBERTY AVE AT 29TH ST,2180,40.457361,-79.973122,"54, 86, 87, 88, 91",No Shelter,Bus,,11,18,29,2755,7.2,15.2,13.9,17.7,14.0,19.0,13.3,17.8,7.1,21.3
S14760,61C,S14760_61C,DUQUESNE BLVD AT MILLER AVE,20191,40.38379,-79.859869,"59, 61C, P7",No Shelter,Bus,,7,22,29,2756,7.2,22.5,8.1,28.3,6.4,21.8,6.8,20.4,6.8,17.5
E35630,87,E35630_87,LIBERTY AVE AT 40TH ST,2689,40.46269,-79.957369,"54, 86, 87",No Shelter,Bus,,10,19,29,2757,7.1,15.2,14.2,20.6,12.2,17.3,9.4,19.9,6.2,23.2
W70121,G31,W70121_G31,MANSFIELD BLVD OPP JEFFERSON,20735,40.406104,-80.089906,G31,PAAC,Bus,,4,25,29,2758,6.9,25.4,5.1,26.1,4.0,21.0,3.3,26.1,3.2,25.5
S30810,60,S30810_60,LYSLE BLVD OPP COURSIN ST,9917,40.352407,-79.856596,"55, 56, 59, 60, 61C, P7",No Shelter,Bus,,7,22,29,2759,6.6,24.9,7.3,22.4,5.6,24.2,6.7,20.0,8.9,19.2
E21190,77,E21190_77,FRANKSTOWN RD AT ORIN ST,13793,40.464769,-79.85334,77,No Shelter,Bus,,6,23,29,2760,6.6,22.6,5.4,24.2,4.6,21.7,5.2,23.4,7.7,24.7
P01875,43,P01875_43,FT PITT BLVD AT SMITHFIELD S,4828,40.437035,-80.001631,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",City of Pittsburgh,Bus,,5,24,29,2761,6.5,27.3,5.2,26.8,4.3,22.5,4.3,24.1,3.5,21.6
S70556,Y49,S70556_Y49,PARKLINE DR AT #1690,21459,40.367729,-79.966024,Y49,No Shelter,Bus,,7,22,29,2762,6.5,19.4,7.7,24.1,6.8,17.4,6.6,24.8,6.3,26.2
N40010,14,N40010_14,OHIO RIVER BLVD AT THRIFT ST,16963,40.495163,-80.065799,14,No Shelter,Bus,,6,23,29,2763,5.8,23.1,6.9,25.4,5.1,18.7,7.1,18.6,5.0,30.6
E34800,74,E34800_74,LEMINGTON AVE AT WARDSONS ST,8403,40.471283,-79.897987,74,No Shelter,Bus,,6,23,29,2764,5.8,25.6,5.1,22.6,5.9,23.5,7.2,23.4,7.2,22.0
N32770,12,N32770_12,MCKNIGHT RD AT NELSON RUN RD,18689,40.506334,-80.007202,"12, O12",No Shelter,Bus,,7,22,29,2765,5.7,23.4,6.3,22.8,7.7,21.1,8.7,20.8,7.3,22.4
S01120,57,S01120_57,SECOND AVE OPP FLOWERS AVE,12107,40.410191,-79.944228,"56, 57, 93",No Shelter,Bus,,7,22,29,2766,4.9,19.8,4.9,18.2,3.9,16.7,9.9,27.7,9.3,30.0
E01820,71D,E01820_71D,FIFTH AVE AT WILKINS AVE FS,1179,40.447738,-79.93697,"28X, 71B, 71D",No Shelter,Bus,,6,23,29,2767,4.6,21.9,8.0,30.5,5.6,23.8,5.9,24.5,5.6,16.8
E25950,75,E25950_75,GREENWOOD ST AT JANCEY ST,9352,40.485792,-79.926354,"75, 87",No Shelter,Bus,,5,24,29,2768,4.3,20.4,4.3,24.7,4.3,23.2,6.0,26.8,5.4,24.2
E16500,83,E16500_83,DEVILLIERS ST AT WEBSTER AVE,8708,40.445597,-79.981726,83,No Shelter,Bus,,5,24,29,2769,4.3,27.6,5.7,27.7,5.0,20.1,6.1,24.6,5.5,21.1
S47540,48,S47540_48,WARRINGTON AVE AT BELTZHOOVE,4886,40.421712,-79.997267,"43, 48",No Shelter,Bus,,5,24,29,2770,3.5,21.2,4.5,24.7,5.3,24.7,5.7,22.3,4.5,26.0
E06390,67,E06390_67,BEELER ST AT FORBES AVE,7654,40.444115,-79.938489,"67, 69",No Shelter,Bus,,4,25,29,2771,3.4,21.8,5.3,42.8,4.2,25.9,5.0,27.4,1.8,9.3
E45740,88,E45740_88,PENN AVE AT BEATTY ST,9128,40.46214,-79.927031,"71C, 77, 88",No Shelter,Bus,,4,25,29,2772,3.2,21.8,2.2,25.4,2.2,23.3,3.2,26.7,7.4,25.5
E09320,61B,E09320_61B,BRADDOCK AVE OPP BIDDLE AVE,7236,40.436825,-79.896579,61B,City of Pittsburgh,Bus,,3,26,29,2773,3.0,26.4,2.5,29.9,2.3,24.1,3.4,27.0,3.0,23.6
W22310,29,W22310_29,STEUBENVILLE PIKE AT LORISH,19231,40.449046,-80.10616,29,No Shelter,Bus,,3,26,29,2774,2.9,22.8,2.9,29.9,1.4,25.2,2.4,31.1,3.7,20.2
N71302,13,N71302_13,CALIFORNIA AVE AT BAINTON ST,22459,40.472794,-80.037754,13,No Shelter,Bus,,4,25,29,2775,2.9,21.0,6.0,34.0,5.5,24.8,4.1,24.7,3.5,20.4
N33680,14,N33680_14,MERCHANT ST AT 5TH ST FS,1485,40.585292,-80.22629,14,No Shelter,Bus,No,1,28,29,2776,1.9,29.2,1.8,29.6,1.2,26.7,0.6,24.7,,
N30310,19,N30310_019,LINCOLN AVE OPP FREMONT AVE,1628,40.493965,-80.052246,"13, 16, 19L",No Shelter,Bus,,1,28,29,2777,1.5,23.8,1.0,27.1,1.1,25.5,2.2,29.7,0.9,33.5
X02520,41,X02520_41,BOWER HILL RD OPP CARNEGIE D,4753,40.383166,-80.056654,41,No Shelter,Bus,,1,28,29,2778,1.3,24.2,1.6,27.7,1.2,25.0,0.7,29.7,1.3,33.4
N71221,14,N71221_14,RIDGE AVE AT ALLEGHENY AVE,20390,40.449574,-80.018424,"14, 18",No Shelter,Bus,,1,28,29,2779,0.9,28.2,1.7,35.5,0.9,22.3,0.9,28.9,0.6,27.4
P01875,Y1,P01875_Y1,FT PITT BLVD AT SMITHFIELD S,4828,40.437035,-80.001631,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",City of Pittsburgh,Bus,,1,28,29,2780,0.9,39.5,0.5,34.2,0.4,22.1,0.4,23.9,0.6,21.4
E17316,P16,E17316_P16,EAST BUSWAY AT WILKINSBURG S,16118,40.446257,-79.88829,"68, 69, 71, 71C, 71D, 79, 86, P12, P16, P67, P68, P69, P7, P71, P76, P78",No Shelter,Busway,,1,28,29,2781,0.8,28.6,1.3,37.9,1.1,30.3,1.1,24.5,0.5,20.6
E70242,64,E70242_64,GROSS ST AT FRIENDSHIP AVE,18148,40.462233,-79.944361,64,No Shelter,Bus,,1,28,29,2782,0.6,29.9,1.0,27.8,1.0,26.0,1.2,26.2,0.6,28.8
E29190,71B,E29190_71B,HIGHLAND AVE AT WELLESLEY AV,3276,40.472356,-79.919711,71B,No Shelter,Bus,,0,29,29,2783,0.3,27.6,0.2,33.3,0.3,27.5,0.1,31.5,0.2,27.2
E19570,28X,E19570_28X,FORBES AVE AT MCKEE PL,28,40.439635,-79.959442,"28X, 58, 61A, 61B, 61C, 61D, 67, 69, 81, 83",No Shelter,Bus,,0,29,29,2784,0.2,31.2,0.1,33.1,0.2,27.7,0.1,29.0,0.3,25.6
N31690,91,N31690_91,MAIN ST OPP 16TH ST,12772,40.494613,-79.925429,"1, 91",Gateway,Bus,,14,15,29,2785,0.0,0.0,16.8,18.4,17.7,20.0,19.2,20.1,15.9,18.8
E70989,87,E70989_87,LAWRENCEVILLE SHOPPING CTR,22662,40.483481,-79.947737,"87, 93",PAAC,Bus,,29,0,29,2786,,,,,,,30.5,0.0,27.4,0.0
E40270,P78,E40270_P78,MONTIER ST AT BESSICA ST,7616,40.446367,-79.871182,"79, P78",No Shelter,Bus,,26,2,28,2787,36.5,0.7,4.1,0.0,29.7,1.7,27.5,2.5,33.0,3.4
S24420,Y1,S24420_Y1,HWY RT 51 OPP GRACE ST,9416,40.344063,-79.971452,"51, Y1, Y46",No Shelter,Bus,,28,0,28,2788,32.6,0.1,35.6,0.3,23.2,0.1,22.7,0.1,26.2,0.0
E04350,P76,E04350_P76,ARDMORE BLVD AT NEWPORT RD,7788,40.425819,-79.861439,"69, P69, P76",No Shelter,Bus,,28,0,28,2789,29.5,0.0,28.6,0.0,25.6,0.1,28.8,0.1,28.0,0.1
W23092,29,W23092_29,SUMMIT PARK DR AT ANDREW DR,3818,40.449536,-80.176092,29,No Shelter,Bus,,25,3,28,2790,26.7,2.5,26.2,3.6,22.1,3.9,23.3,2.9,27.1,2.5
E46350,67,E46350_67,PENN AVE AT PRINCETON BLVD,7950,40.440952,-79.871377,"67, P12, P67",PAAC,Bus,,23,5,28,2791,25.5,4.5,29.9,6.8,20.7,4.2,21.7,5.4,19.7,6.1
P03150,43,P03150_43,SMITHFIELD ST AT FT PITT BLV,4840,40.43688,-80.000923,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",City of Pittsburgh,Bus,,25,3,28,2792,25.5,3.7,27.2,2.8,21.7,2.8,26.3,2.3,23.8,3.7
S16270,83,S16270_83,E CARSON ST AT S 22ND ST,2555,40.42829,-79.974824,"48, 54, 81, 83",No Shelter,Bus,,27,1,28,2793,24.8,1.0,31.5,1.5,22.5,1.3,28.0,1.4,28.7,1.4
E19460,67,E19460_67,FORBES AVE AT HALKET ST,27,40.438289,-79.961275,"28X, 61A, 61B, 61C, 61D, 67, 69, 81, 83",City of Pittsburgh,Bus,,24,4,28,2794,24.4,3.9,31.0,4.5,22.8,7.3,23.3,3.9,18.9,2.6
S32090,Y49,S32090_Y49,MAPLE DR AT SKYLINE DR,9814,40.364511,-79.964595,Y49,No Shelter,Bus,,25,3,28,2795,24.4,2.7,25.6,2.1,26.6,3.5,27.0,3.5,22.2,2.5
N40060,14,N40060_14,OHIO RIVER BLVD AT WILLOW ST,1380,40.510098,-80.094227,14,No Shelter,Bus,,24,4,28,2796,23.4,2.9,25.4,2.8,22.8,3.0,21.4,5.2,28.3,5.0
E11580,91,E11580_91,BUTLER ST AT 37TH ST,3403,40.46633,-79.96471,91,No Shelter,Bus,,19,9,28,2797,23.0,10.0,20.8,10.1,15.7,8.5,15.7,7.5,18.9,8.7
E41720,71A,E41720_71A,NEGLEY AVE AT BROAD ST,8186,40.464718,-79.930136,"71A, 87",No Shelter,Bus,,21,7,28,2798,22.0,10.0,23.6,7.8,18.7,5.3,19.7,6.2,19.5,5.9
W24270,31,W24270_31,WASHINGTON AVE AT MAIN ST FS,19241,40.409185,-80.083737,31,No Shelter,Bus,,18,10,28,2799,21.4,10.3,19.6,9.1,16.8,8.8,16.8,11.4,17.7,9.7
N13125,13,N13125_13,CALIFORNIA AVE OPP BAINTON S,1934,40.472871,-80.037954,13,No Shelter,Bus,,25,3,28,2800,21.2,3.0,33.1,4.1,24.2,4.0,24.0,3.6,24.9,2.3
E01980,64,E01980_64,FIFTH AVE OPP HIGHLAND AVE,8316,40.451835,-79.924005,"28X, 64, 71D",No Shelter,Bus,,21,7,28,2801,21.2,7.0,20.5,7.0,18.8,5.8,23.0,7.2,22.5,7.5
N12910,14,N12910_14,CALIFORNIA AVE AT MARSHALL A,1395,40.462129,-80.031116,14,PAAC,Bus,,15,13,28,2802,20.3,13.4,16.7,16.3,13.1,10.5,14.2,12.9,10.8,11.4
E32400,75,E32400_75,JANCEY ST AT MARTHA ST,9334,40.485006,-79.927698,"75, 87",No Shelter,Bus,,24,4,28,2803,20.0,3.4,26.1,3.2,22.7,3.5,29.2,4.7,23.6,5.1
E57660,67,E57660_67,WILKINS AVE AT WIGHTMAN ST,7647,40.444139,-79.927772,"67, 69",No Shelter,Bus,,26,2,28,2804,19.4,2.9,37.1,1.6,29.2,1.0,30.6,1.7,12.2,1.3
TP7076,1,TP7076_1,LAYOVER PENN PARK TERMINAL -,20312,40.446032,-79.988578,"1, , 11, 15, 19L, , 39, , 40, 44, , 6",No Shelter,Bus,,19,9,28,2805,19.2,9.8,21.4,7.7,22.1,7.6,19.8,7.2,14.3,10.6
E34950,87,E34950_87,LIBERTY AVE AT 25TH ST,2163,40.453482,-79.979113,"54, 86, 87, 88, 91",No Shelter,Bus,,19,9,28,2806,18.6,9.8,16.2,8.3,18.8,9.3,20.1,8.4,19.0,8.1
N09506,12,N09506_12,BLAZIER DR AT TARGET ENTRANC,15580,40.585969,-80.040716,12,No Shelter,Bus,,15,13,28,2807,18.6,13.5,22.6,22.2,15.9,20.6,15.2,11.2,1.0,0.0
E19310,81,E19310_81,FORBES AVE AT CRAFT AVE FS,26,40.437264,-79.962711,"28X, 61A, 61B, 61C, 61D, 67, 69, 81, 83",City of Pittsburgh,Bus,,20,8,28,2808,18.2,6.7,40.3,16.3,20.7,8.6,10.8,7.7,8.5,2.3
E02090,71B,E02090_71B,FIFTH AVE OPP WILKINS AVE,1165,40.447846,-79.93705,"28X, 71B, 71D",No Shelter,Bus,,21,7,28,2809,18.1,9.1,23.5,6.4,20.6,5.3,24.6,8.5,18.1,6.8
E01840,71C,E01840_71C,FIFTH AVE AT WYANDOTTE ST,3149,40.438258,-79.977353,"61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D",No Shelter,Bus,,15,13,28,2810,17.8,12.5,15.6,13.9,14.0,12.6,13.8,13.1,11.5,12.7
E45540,91,E45540_91,PENN AVE AT 33RD ST NS,2411,40.461408,-79.968893,"54, 88, 91",No Shelter,Bus,,17,11,28,2811,17.8,11.9,14.4,13.5,16.4,10.9,17.6,11.3,17.2,7.6
E25354,58,E25354_58,GREENFIELD AVE AT MCCASLIN S,11072,40.424202,-79.936277,58,PAAC,Bus,,18,10,28,2812,16.9,6.0,20.4,8.7,16.4,9.5,18.1,12.7,20.0,13.4
E13480,86,E13480_86,CENTRE AVE AT GRAHAM ST,8192,40.456575,-79.936433,"64, 71A, 71C, 82, 86",No Shelter,Bus,,17,11,28,2813,16.9,9.9,17.6,11.1,14.7,12.2,16.6,12.3,19.4,9.0
E42240,61A,E42240_61A,NOBLE ST OPP WASHINGTON ST,7064,40.421276,-79.88593,"59, 61A, P71",No Shelter,Bus,,14,14,28,2814,16.8,16.0,15.6,14.2,12.1,11.2,11.8,12.4,11.6,14.6
E13720,82,E13720_82,CENTRE AVE AT NEVILLE ST,2575,40.452463,-79.949829,"54, 71A, 71C, 82",No Shelter,Bus,,14,14,28,2815,16.6,15.6,14.4,13.4,11.4,11.6,13.7,13.2,13.4,14.2
N47310,16,N47310_16,SANDUSKY ST AT UNDERPASS,854,40.450161,-80.002857,"1, 11, 12, 13, 15, 16, 17, 2, 4, 6, 7, 8",No Shelter,Bus,,20,8,28,2816,15.9,7.8,22.0,7.6,22.4,7.3,20.4,8.7,21.4,9.5
E70779,83,E70779_83,BEDFORD AVE OPP MORGAN ST,20454,40.452054,-79.969375,83,No Shelter,Bus,,20,8,28,2817,15.8,10.2,26.7,8.9,23.0,7.4,24.1,9.7,12.5,6.1
S44770,55,S44770_55,ST CLAIR AVE AT 6TH ST,9848,40.293249,-79.887794,"55, Y46",No Shelter,Bus,,17,11,28,2818,15.7,10.2,17.1,13.1,17.7,11.5,17.8,12.8,15.6,9.9
E04910,77,E04910_77,BAUM BLVD AT MILLVALE AVE,14367,40.45445,-79.947604,77,No Shelter,Bus,,17,11,28,2819,15.4,11.2,17.4,11.5,16.8,11.3,17.4,10.2,19.6,10.5
E45530,88,E45530_88,PENN AVE AT 32ND ST,2587,40.46087,-79.969926,"54, 88, 91",No Shelter,Bus,,13,15,28,2820,14.5,10.3,14.2,15.7,12.4,14.8,14.8,18.3,9.5,15.1
E42250,61A,E42250_61A,NOBLE ST AT DICKSON ST,7063,40.420647,-79.885351,"59, 61A, P71",No Shelter,Bus,,14,14,28,2821,14.1,16.0,13.7,16.5,14.4,12.9,12.5,12.1,17.0,13.5
S33880,59,S33880_59,MIDWAY DR AT #18C,11110,40.397117,-79.882561,59,No Shelter,Bus,,11,17,28,2822,14.1,19.7,10.3,17.8,9.7,16.3,9.8,17.7,8.9,14.0
E20780,86,E20780_86,FRANKSTOWN AVE OPP LINCOLN A,8794,40.460413,-79.913926,"77, 86",No Shelter,Bus,,15,13,28,2823,13.0,16.6,15.1,14.4,12.9,12.4,16.0,11.1,16.6,12.1
S44760,55,S44760_55,ST CLAIR AVE AT 6TH ST FS,9965,40.293472,-79.887674,"55, Y46",No Shelter,Bus,,13,15,28,2824,12.8,14.4,13.5,16.6,11.2,15.8,16.1,14.8,13.0,13.1
E41240,93,E41240_93,MURRAY AVE AT HOBART ST,10950,40.433806,-79.923028,"61C, 61D, 64, 93",No Shelter,Bus,,16,12,28,2825,12.3,13.2,21.4,12.9,18.0,9.1,18.5,10.1,9.9,12.2
N54510,11,N54510_11,WILSON AVE AT CHESTER AVE,963,40.467379,-80.013563,11,No Shelter,Bus,,16,12,28,2826,12.1,11.9,18.3,14.3,15.2,12.9,17.3,11.3,17.5,9.6
E41270,93,E41270_93,MURRAY AVE AT LORETTA ST,10914,40.421796,-79.928735,"61C, 61D, 64, 93",No Shelter,Bus,,10,18,28,2827,10.8,16.9,13.5,21.1,8.9,16.8,9.6,17.9,9.5,17.9
E58070,58,E58070_58,WINTERBURN AVE AT CONNOR ST,12237,40.42054,-79.93991,58,No Shelter,Bus,,10,18,28,2828,10.7,15.1,10.1,26.4,8.8,19.1,8.2,17.7,10.3,13.8
E70302,83,E70302_83,TERRACE ST AT OAK HILL DR,18910,40.439905,-79.967753,83,No Shelter,Bus,,10,18,28,2829,10.6,18.3,9.4,20.5,9.3,18.5,10.3,15.4,11.1,16.0
E11630,91,E11630_91,BUTLER ST AT 39TH ST,2417,40.467399,-79.963728,91,No Shelter,Bus,,10,18,28,2830,10.6,11.6,11.5,18.0,9.6,17.7,10.1,18.7,8.4,22.9
E14010,82,E14010_82,CENTRE AVE OPP MORGAN ST,8896,40.44773,-79.966635,82,No Shelter,Bus,,9,19,28,2831,10.5,19.2,6.5,17.4,8.7,17.3,10.0,20.2,11.3,18.8
E10920,53L,E10920_53L,BROWNS HILL RD AT PARKVIEW B,19375,40.414144,-79.923064,"52L, 53L, 57, 61C, 61D, 64",City of Pittsburgh,Bus,,10,18,28,2832,10.5,16.2,12.2,17.5,7.5,16.6,8.3,21.1,11.9,19.0
N10460,13,N10460_13,BRIGHTON RD AT JACKSONIA ST,18313,40.456976,-80.015553,"13, 15, 16",No Shelter,Bus,,12,16,28,2833,10.4,13.3,13.5,17.0,12.7,15.6,12.6,17.7,10.8,16.8
E55211,74,E55211_74,UPLAND ST AT BRUSHTON AVE,18986,40.460604,-79.889077,74,No Shelter,Bus,,9,19,28,2834,10.0,19.5,9.8,21.9,9.0,19.6,7.8,19.8,6.0,12.5
P00650,P17,P00650_P17,FIFTH AVE AT WOOD ST NS,18800,40.440487,-79.999625,"19L, 65, 67, 69, 77, 81, 82, 83, P17, P69, P7, P76, P78",No Shelter,Bus,,11,17,28,2835,9.4,17.8,10.6,20.1,7.5,19.2,11.3,16.7,18.4,13.6
E35510,88,E35510_88,LIBERTY AVE OPP 26TH ST,2177,40.454201,-79.977772,"54, 86, 87, 88, 91",No Shelter,Bus,,10,18,28,2836,9.2,17.8,9.3,20.0,7.2,15.4,9.0,15.2,13.8,19.9
W10330,21,W10330_21,ISLAND AVE AT CHARTIERS AVE,2245,40.465989,-80.060892,21,No Shelter,Bus,,14,14,28,2837,9.2,13.4,12.1,13.7,14.3,12.4,17.8,13.5,19.0,16.6
E13500,82,E13500_82,CENTRE AVE AT HELDMAN ST,8673,40.442549,-79.982486,"81, 82, 83",No Shelter,Bus,,14,14,28,2838,8.7,7.2,25.3,21.8,17.1,16.7,15.3,17.4,4.8,6.8
W12260,31,W12260_31,MAIN ST AT CHESTNUT ST,4528,40.410254,-80.082527,31,No Shelter,Bus,,9,19,28,2839,7.0,17.2,6.9,17.9,8.4,17.7,11.4,19.9,12.2,22.4
P02600,29,P02600_29,LIBERTY AVE OPP 9TH ST,15283,40.442812,-79.998058,"1, 11, 15, 29, 31, 39, 40, 44, 6, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P78",No Shelter,Bus,,7,21,28,2840,6.6,21.4,6.1,25.0,6.6,25.6,7.7,21.4,7.8,13.8
E11800,91,E11800_91,BUTLER ST AT 54TH ST,9326,40.482733,-79.951284,"87, 91, 93",No Shelter,Bus,,7,21,28,2841,6.5,19.9,6.9,25.2,6.0,23.0,5.6,21.1,7.8,16.4
S30840,56,S30840_56,LYSLE BLVD AT LOCUST ST FS,18492,40.351611,-79.862824,"55, 56, 59, 60",No Shelter,Bus,,4,24,28,2842,6.1,23.5,4.0,22.3,2.7,24.0,3.3,25.7,5.8,26.5
E26410,71D,E26410_71D,HAMILTON AVE AT BRADDOCK AVE,8332,40.453133,-79.891266,71D,No Shelter,Bus,,6,22,28,2843,5.8,21.2,5.5,25.5,4.9,21.0,6.2,20.9,7.9,23.4
N17270,54,N17270_54,EAST OHIO ST AT CHESTNUT ST,18354,40.454591,-79.995428,"1, 2, 4, 54, 6, 7",City of Pittsburgh,Bus,,6,22,28,2844,4.5,21.6,6.1,23.8,6.1,22.2,6.9,22.2,5.8,22.6
E23470,87,E23470_87,FRIENDSHIP AVE AT FAIRMOUNT,14875,40.461228,-79.934404,87,No Shelter,Bus,,3,25,28,2845,3.2,20.9,3.7,27.8,4.1,26.3,3.0,27.3,1.9,20.6
S08380,54,S08380_54,BROWNSVILLE RD AT CHARLES ST,18467,40.416431,-79.987013,"51, 54",No Shelter,Bus,,3,25,28,2846,2.9,22.6,2.5,27.9,1.9,21.9,2.9,26.6,2.8,24.9
E46895,67,E46895_67,PENN CENTER BLVD OPP BLDG #3,13592,40.428105,-79.811731,67,No Shelter,Bus,,2,26,28,2847,2.6,25.2,3.3,30.4,1.7,21.5,1.5,24.8,2.2,28.5
S16240,81,S16240_81,E CARSON ST AT S 21ST ST,2646,40.428532,-79.976085,"48, 54, 81, 83",City of Pittsburgh,Bus,,2,26,28,2848,2.5,26.5,1.3,27.1,1.7,24.7,1.2,28.3,2.0,23.0
W13613,24,W13613_24,MCKEES ROCKS RD AT HECKLE RD,18772,40.470749,-80.091872,24,No Shelter,Bus,,2,26,28,2849,2.1,35.5,2.4,34.7,2.1,31.8,3.1,25.8,0.0,2.4
E11140,71A,E11140_71A,BRYANT ST AT EUCLID AVE,3280,40.475697,-79.919993,"71A, 71B",No Shelter,Bus,,1,27,28,2850,2.1,24.7,0.8,30.7,1.3,28.6,0.4,27.7,0.8,21.8
E57670,67,E57670_67,WILKINS AVE AT WIGHTMAN ST,7679,40.444052,-79.928153,"67, 69",No Shelter,Bus,,2,26,28,2851,2.0,17.9,3.6,38.9,1.1,27.9,1.9,30.7,0.5,12.6
E56030,69,E56030_69,WALLACE AVE AT WOOD ST,7624,40.444495,-79.884149,"67, 69, 79, P12, P16, P67, P78",No Shelter,Bus,,1,27,28,2852,1.9,24.7,1.9,33.5,1.2,31.2,2.0,26.7,0.1,21.2
E34845,88,E34845_88,LIBERTY AVE AT 12TH ST,2169,40.445339,-79.991791,"86, 87, 88, 91",No Shelter,Bus,,3,25,28,2853,1.7,26.8,3.5,29.6,3.4,20.5,3.2,26.7,1.9,23.4
N52630,4,N52630_4,TROY HILL RD OPP GOETTMANN S,2756,40.459807,-79.985639,4,No Shelter,Bus,,1,27,28,2854,1.6,25.1,0.6,27.1,0.8,24.9,1.2,27.1,1.2,31.7
E01940,P3,E01940_P3,FIFTH AVE OPP CRAFT AVE,2639,40.437916,-79.963899,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75, 81, 83, P3",No Shelter,Bus,,1,27,28,2855,1.4,21.1,2.6,33.9,2.4,27.5,0.8,24.7,0.1,25.7
N30190,19,N30190_019,LINCOLN AVE AT BALPH AVE,1630,40.495581,-80.055447,"16, 19L",No Shelter,Bus,,1,27,28,2856,1.1,27.7,1.1,27.0,1.0,26.1,1.0,25.6,0.7,27.1
E17294,P7,E17294_P7,EAST BUSWAY AT EAST LIBERTY,16120,40.459453,-79.922851,"P10, P12, P16, P67, P69, P7, P76, P78",No Shelter,Busway,,0,28,28,2857,0.7,27.4,0.3,27.7,0.4,26.7,0.3,27.5,0.2,29.4
E36020,82,E36020_82,LINCOLN AVE AT VASSAR ST FS,8805,40.467925,-79.89686,"82, P17",No Shelter,Bus,,1,27,28,2858,0.5,29.0,0.4,30.9,0.5,25.0,0.9,26.5,0.8,21.6
P03660,Y45,P03660_Y45,WOOD ST AT THIRD AVE FS,4829,40.439008,-80.001404,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",City of Pittsburgh,Bus,,0,28,28,2859,0.5,28.5,0.5,27.5,0.5,26.2,0.3,26.2,0.0,30.6
P02080,P69,P02080_P69,GRANT ST AT STRAWBERRY WAY,7874,40.44157,-79.995433,"19L, P17, P69, P7, P76, P78",No Shelter,Bus,,0,28,28,2860,0.2,25.2,0.3,26.6,0.1,18.5,0.2,29.6,0.0,39.3
E28990,71B,E28990_71B,HIGHLAND AVE AT HAMPTON ST,3277,40.473327,-79.919255,71B,No Shelter,Bus,,0,28,28,2861,0.2,19.7,0.0,37.8,0.1,28.1,0.1,30.7,0.3,22.1
E18870,71B,E18870_71B,EUCLID AVE AT CALLOWHILL ST,3281,40.47704,-79.918917,"71A, 71B",No Shelter,Bus,,0,28,28,2862,0.2,26.4,0.4,32.8,0.6,26.2,0.0,29.0,0.0,28.0
E35880,82,E35880_82,LINCOLN AVE AT MANNING ST FS,8865,40.467805,-79.897084,"82, P17",No Shelter,Bus,,26,1,27,2863,32.3,0.5,28.5,0.5,22.0,0.8,26.4,0.4,21.8,0.7
E06010,53L,E06010_53L,BEECHWOOD BLVD AT MONITOR ST,20419,40.425406,-79.926595,"52L, 53L",No Shelter,Bus,,26,1,27,2864,27.6,2.1,26.4,1.9,24.0,0.8,26.6,0.9,25.8,1.5
P00920,6,P00920_6,7TH ST AT FT DUQUESNE BLVD,213,40.444439,-80.00071,"1, 11, 12, 2, 4, 6, 8, O5, P13",City of Pittsburgh,Bus,,26,1,27,2865,27.5,1.1,30.3,1.0,22.5,0.9,27.5,1.1,24.3,0.8
S08860,54,S08860_54,BROWNSVILLE RD OPP MATTHEWS,17634,40.41321,-79.988772,"51, 54",No Shelter,Bus,,24,3,27,2866,25.8,2.2,23.6,4.1,22.7,2.7,25.1,3.0,22.0,4.6
